"","Country","City","AccentCity","Region","Population","Latitude","Longitude"
"664417","co","curadiente","Curadiente","02",NA,6.783333,-76.25
"664418","co","curadientes","Curadientes","02",NA,6.783333,-76.25
"664419","co","curasica","Curasica","21",NA,8.223611,-73.180833
"664420","co","curay","Curay","20",NA,1.906015,-78.554472
"664421","co","curazao","Curazao","02",NA,6.416667,-75.033333
"664422","co","curazao","Curazao","17",NA,10.766667,-73.15
"664423","co","curazao","Curazao","21",NA,9.05,-72.883333
"664424","co","curazao","Curazao","27",NA,9.458186,-75.465012
"664425","co","curazao","Curazao","31",NA,6.285556,-67.7025
"664426","co","curbarado","Curbaradó","11",NA,7.074157,-76.92143
"664427","co","curedo","Curedó","11",NA,6.947775,-77.671386
"664428","co","curiaco","Curiaco","20",NA,1.516667,-77.266667
"664429","co","curiche","Curiche","11",NA,7.038654,-77.691515
"664430","co","curillo","Curillo","08",9540,1.033271,-75.919065
"664431","co","curimina","Curimina","32",NA,5.558874,-71.852588
"664432","co","curinachi","Curinachi","17",NA,11.491507,-72.402534
"664433","co","curinca","Curinca","12",NA,8.691247,-75.906019
"664434","co","curiplaya","Curiplaya","08",NA,0.233702,-74.868592
"664435","co","curi playa","Curí Playa","36",NA,5.716667,-73.483333
"664436","co","curiquigui","Curiquigui","20",NA,1.533333,-77.3
"664437","co","cuririri","Cuririri","17",NA,11.659167,-72.661944
"664438","co","curiti","Curití","02",NA,6.672107,-75.801368
"664439","co","curiti","Curití","26",3417,6.60519,-73.068094
"664440","co","curraca","Curraca","31",NA,4.162778,-70.599167
"664441","co","currulao","Currulao","02",NA,8.019491,-76.642368
"664442","co","currumay","Currumay","24",NA,5.266667,-76.1
"664443","co","curuapo","Curuapo","17",NA,11.491089,-72.751378
"664444","co","curulao","Curulao","02",NA,8.019491,-76.642368
"664445","co","curumani","Curumaní","10",22085,9.199918,-73.542738
"664446","co","curumare","Curumare","19",NA,4.221317,-72.838415
"664447","co","curutal","Curutal","19",NA,4.649548,-73.041919
"664448","co","curuti","Curuti","26",NA,6.60519,-73.068094
"664449","co","cusumbi","Cusumbí","09",NA,2.466667,-77.833333
"664450","co","cusuti","Cusuti","02",NA,6.743611,-76.002778
"664451","co","cuti","Cutí","11",NA,8.202794,-77.095403
"664452","co","cutucumayo","Cutucumayo","33",NA,4.318103,-74.430026
"664453","co","cutupil","Cutupil","04",NA,10.866667,-75.016667
"664454","co","cutupli","Cutupli","04",NA,10.866667,-75.016667
"664455","co","cuturu","Cuturú","02",NA,7.75,-74.766667
"664456","co","cuzaquin","Cuzaquin","33",NA,4.844877,-73.663683
"664457","co","dabaibe","Dabaibe","11",NA,5.554337,-76.122026
"664458","co","dabeiba","Dabeiba","02",11548,7.001719,-76.267225
"664459","co","dabeiba","Dabeiba","24",NA,4.866667,-75.466667
"664460","co","dabeiba vieja","Dabeiba Vieja","02",NA,6.95,-76.266667
"664461","co","dabeiba viejo","Dabeiba Viejo","02",NA,6.95,-76.266667
"664462","co","dabelba","Dabelba","02",NA,7.001719,-76.267225
"664463","co","dacali","Dacali","35",NA,10.121389,-75.235278
"664464","co","dagua","Dagua","29",12320,3.656852,-76.68859
"664465","co","dalmacio","Dalmacio","20",NA,1.7675,-77.320278
"664466","co","damaguiel","Damaguiel","02",NA,8.74015,-76.605917
"664467","co","damaquiel","Damaquiel","02",NA,8.74015,-76.605917
"664468","co","damas arriba","Damas Arriba","08",NA,1.631423,-75.691098
"664469","co","damasco","Damasco","02",NA,5.794471,-75.574111
"664470","co","damasco","Damasco","10",NA,8.484901,-73.769042
"664471","co","damasco","Damasco","12",NA,8.800387,-75.691309
"664472","co","damasco","Damasco","16",NA,2.3,-75.866667
"664473","co","damasco","Damasco","20",NA,1.783333,-77.566667
"664474","co","damasco","Damasco","24",NA,4.765833,-75.828889
"664475","co","damasco","Damasco","27",NA,8.805991,-74.903843
"664476","co","damas","Damas","14",NA,2.116667,-72.516667
"664477","co","damian","Damián","09",NA,2.983914,-76.745668
"664478","co","danaco","Dánaco","15",NA,2.601667,-67.468611
"664479","co","dana","Dana","20",NA,0.882828,-77.701026
"664480","co","daniel sanchez","Daniel Sánchez","11",NA,5.133333,-77
"664481","co","danta","Danta","16",NA,3.6,-74.666667
"664482","co","danta","Danta","28",NA,4.813844,-75.172263
"664483","co","dantas","Dantas","02",NA,7.498824,-75.429232
"664484","co","dantas","Dantas","28",NA,4.348611,-75.391111
"664485","co","danubio azul","Danubio Azul","12",NA,8.721667,-76.000833
"664486","co","danubio","Danubio","08",NA,1.011376,-75.213638
"664487","co","danubio","Danubio","09",NA,2.513604,-75.963129
"664488","co","danubio","Danubio","12",NA,8.351211,-75.447909
"664489","co","danubio","Danubio","26",NA,5.761667,-73.927778
"664490","co","danubio","Danubio","29",NA,3.606944,-76.878889
"664491","co","danzante","Danzante","02",NA,6.692778,-75.787222
"664492","co","dapa","Dapa","29",NA,3.562651,-76.560581
"664493","co","dardanelos","Dardanelos","10",NA,9.258772,-73.909093
"664494","co","darien","Darién","29",11724,3.930645,-76.484811
"664495","co","david","David","20",NA,1.666667,-77.05
"664496","co","davidson's","Davidson's","25",NA,13.333333,-81.383333
"664497","co","davila","Dávila","29",NA,4.45,-75.95
"664498","co","davis","Davis","28",NA,3.842222,-75.68316
"664499","co","daza","Daza","20",NA,1.264989,-77.274328
"664500","co","decio","Decio","20",NA,1.480815,-77.691847
"664501","co","decisivo","Decisivo","02",NA,8.466667,-76.633333
"664502","co","de guane","De Guane","33",NA,4.440614,-73.848919
"664503","co","degurgo","Degurgo","02",NA,5.529722,-75.850278
"664504","co","dejame estar","Déjame Estar","12",NA,8.333333,-75.5
"664505","co","de la aguirre","De La Aguirre","26",NA,7.174167,-73.202778
"664506","co","de la osa","De La Osa","02",NA,7.509067,-74.951733
"664507","co","delgado","Delgado","01",NA,-1.347109,-73.433776
"664508","co","delicias","Delicias","03",NA,6.816877,-70.630971
"664509","co","delicias","Delicias","04",NA,10.983333,-74.816667
"664510","co","delicias","Delicias","08",NA,1.502167,-75.738324
"664511","co","delicias","Delícias","09",NA,2.6525,-75.816944
"664512","co","delicias","Delícias","16",NA,2.812778,-75.519722
"664513","co","delicias","Delicias","19",NA,2.811704,-72.867327
"664514","co","delicias","Delicias","20",NA,2,-77.25
"664515","co","delicias","Delicias","22",NA,0.241418,-74.967598
"664516","co","delicias","Delicias","26",NA,6.67814,-73.512311
"664517","co","delicias","Delicias","28",NA,4.828752,-75.003926
"664518","co","delicias","Delicias","29",NA,4.0125,-75.825
"664519","co","delirio","Delirio","04",NA,10.846818,-74.743032
"664520","co","democracia","Democracia","10",NA,9.36599,-73.792107
"664521","co","depresion","Depresión","09",NA,2.188091,-76.831813
"664522","co","derrumbe","Derrumbe","20",NA,1.227222,-78.534444
"664523","co","derrumbito","Derrumbito","11",NA,4.975595,-76.768782
"664524","co","derrumbo","Derrumbo","09",NA,2.233333,-76.716667
"664525","co","descansadero","Descansadero","36",NA,5.614555,-72.325374
"664526","co","descanse","Descansé","09",NA,1.469444,-76.62811
"664527","co","descanso","Descanso","09",NA,1.469444,-76.62811
"664528","co","descanso","Descanso","12",NA,8.812392,-75.862525
"664529","co","descolgadera","Descolgadera","20",NA,1.67566,-78.827033
"664530","co","descolgadero","Descolgadero","20",NA,1.67566,-78.827033
"664531","co","descolgadero","Descolgadero","29",NA,3.254032,-77.417524
"664532","co","desconsolado","Desconsolado","35",NA,10.006757,-75.052914
"664533","co","desconsolados","Desconsolados","35",NA,10.010556,-75.046704
"664534","co","descuido","Descuido","12",NA,8.007138,-75.612965
"664535","co","desecho","Desecho","32",NA,5.6,-72.066667
"664536","co","desengano","Desengaño","35",NA,10.121539,-75.246407
"664537","co","despensa","Despensa","17",NA,10.766667,-73.2
"664538","co","despensa","Despensa","29",NA,4.5,-76.15
"664539","co","desquite","Desquite","02",NA,6.533333,-75.5
"664540","co","destacamento","Destacamento","35",NA,8.983333,-74.316667
"664541","co","diadema","Diadema","29",NA,3.969167,-76.08
"664542","co","diamante","Diamante","03",NA,6.884547,-71.793018
"664543","co","diamante","Diamante","10",NA,9.455483,-73.845151
"664544","co","diamante","Diamante","12",NA,8.62545,-75.192196
"664545","co","diamante","Diamante","16",NA,3.077778,-75.528056
"664546","co","diamante","Diamante","21",NA,7.563455,-72.632931
"664547","co","diamante","Diamante","26",NA,7.161225,-73.132947
"664548","co","diamante","Diamante","28",NA,3.850278,-74.955556
"664549","co","diamante","Diamante","29",NA,3.422918,-76.4977
"664550","co","diamante","Diamante","33",NA,4.427222,-73.303333
"664551","co","diamante","Diamante","38",NA,9.649818,-74.503759
"664552","co","diamante rojo","Diamante Rojo","03",NA,6.635101,-70.407847
"664553","co","diamanteviejo","Diamanteviejo","38",NA,9.704982,-74.15346
"664554","co","diaz granados","Diaz Granados","27",NA,8.3,-74.7
"664555","co","dibulla","Dibulla","17",4402,11.272506,-73.309107
"664556","co","diciplina","Diciplina","38",NA,9.656371,-74.508761
"664557","co","diego hernandez","Diego Hernández","10",NA,8.251667,-73.473611
"664558","co","diez y nueve","Diez y Nueve","21",NA,8.788611,-72.765833
"664559","co","dificil","Dificil","38",NA,9.849747,-74.236267
"664560","co","difunto pedro","Difunto Pedro","09",NA,3.079788,-77.228752
"664561","co","dijen","Dijen","19",NA,2.163603,-74.584714
"664562","co","dilia ester","Dilia Ester","38",NA,10.915184,-74.050266
"664563","co","diluvio","Diluvio","02",NA,7.462902,-75.3285
"664564","co","diluvio","Diluvio","10",NA,10.15,-73.65
"664565","co","diluvio","Diluvio","38",NA,10.238417,-74.651499
"664566","co","dinamarca","Dinamarca","29",NA,4.028333,-75.976944
"664567","co","dinamarca","Dinamarca","32",NA,4.753333,-72.227778
"664568","co","dinamarca","Dinamarca","36",NA,5.856908,-74.336423
"664569","co","dinamarca","Dinamarca","38",NA,9.5,-74.433333
"664570","co","dindal","Dindal","16",NA,3.15,-75.283333
"664571","co","dinde","Dinde","09",NA,2.6931,-76.757296
"664572","co","dintel","Dintel","33",NA,4.897145,-74.334575
"664573","co","diomatal","Diomatal","16",NA,3.274167,-75.119167
"664574","co","diomate","Diomate","16",NA,2.866667,-75.233333
"664575","co","diosmevea","Diosmevea","35",NA,8.916667,-73.983333
"664576","co","dios si quiere","Dios Si Quiere","26",NA,6.751632,-73.86539
"664577","co","dios te salve","Dios Te Salve","12",NA,8.153558,-76.235376
"664578","co","dios te salve","Dios Te Salve","31",NA,4.3425,-70.090833
"664579","co","dipurdu","Dipurdú","11",NA,4.878333,-76.863889
"664580","co","disciplina","Disciplina","38",NA,9.656371,-74.508761
"664581","co","distraccion","Distracción","17",4742,10.896933,-72.886099
"664582","co","diuriba","Diuriba","31",NA,4.135278,-70.664722
"664583","co","diversion","Diversión","38",NA,9.904413,-74.283471
"664584","co","dividive","Dividive","12",NA,8.966142,-75.381232
"664585","co","dividivi","Dividivi","38",NA,10.578886,-74.632864
"664586","co","divino","Divino","20",NA,1.533333,-78.066667
"664587","co","divino nino","Divino Niño","16",NA,1.75678,-76.045373
"664588","co","divino nino","Divino Niño","29",NA,4.024167,-75.976111
"664589","co","divisa","Divisa","38",NA,10.193565,-74.343445
"664590","co","diviso","Diviso","20",NA,1.397241,-78.232586
"664591","co","doa","Doa","33",NA,4,-74.5
"664592","co","docampado","Docampadó","11",NA,4.689006,-77.211131
"664593","co","doce de octubre","Doce de Octubre","34",NA,4.676152,-74.073892
"664594","co","doche","Doche","16",NA,3.286276,-75.067925
"664595","co","doctorero","Doctorero","38",NA,10.083333,-74.526667
"664596","co","doido","Doidó","11",NA,4.7,-76.866667
"664597","co","doima","Doima","28",NA,4.42692,-74.975481
"664598","co","dolibos","Dolibos","31",NA,4.417222,-70.954167
"664599","co","dolores","Dolores","09",NA,2.260928,-76.739863
"664600","co","dolores","Dolores","28",NA,3.0725,-74.900278
"664601","co","domingo arias","Domingo Arias","16",NA,2.633333,-75.583333
"664602","co","domingodo","Domingodó","11",NA,7.178374,-77.033133
"664603","co","domingo savia meusa","Domingo Savia Meusa","33",NA,4.853528,-73.937048
"664604","co","dominguillo","Dominguillo","09",NA,1.9,-76.783333
"664605","co","dominical","Dominical","09",NA,2.150537,-76.821117
"664606","co","dona ana","Doña Ana","27",NA,9.043109,-74.793421
"664607","co","donachui","Donachui","10",NA,10.710203,-73.457693
"664608","co","donado","Donado","04",NA,10.833333,-74.866667
"664609","co","dona juana","Doña Juana","38",NA,9.093209,-74.192699
"664610","co","don alfonso","Don Alfonso","09",NA,2.27953,-77.033238
"664611","co","don alonso","Don Alonso","09",NA,2.28076,-77.062975
"664612","co","don alonso","Don Alonso","27",NA,9.219197,-75.329322
"664613","co","dona lucia","Doña Lucia","12",NA,8.841995,-76.243952
"664614","co","dona maria","Doña María","10",NA,9.997254,-73.296211
"664615","co","dona maria","Doña María","12",NA,8.488435,-75.085698
"664616","co","dona maria","Doña María","38",NA,10.383887,-74.179419
"664617","co","don bosco","Don Bosco","04",NA,10.8,-74.9
"664618","co","doncel","Doncel","02",NA,6.613889,-75.859444
"664619","co","donde cala","Donde Cala","19",NA,4.116389,-72.845833
"664620","co","don diego","Don Diego","20",NA,1.564331,-77.311258
"664621","co","don diego","Don Diego","38",NA,10.991976,-73.798273
"664622","co","don felix","Don Félix","04",NA,10.583333,-74.95
"664623","co","don fortunato","Don Fortunato","27",NA,9.45524,-75.550689
"664624","co","don gabriel","Don Gabriel","27",NA,9.622991,-75.292554
"664625","co","don guillermo","Don Guillermo","09",NA,2.548778,-77.564044
"664626","co","don joaquin","Don Joaquín","09",NA,2.654722,-77.766389
"664627","co","donjuana","Donjuana","21",NA,7.691166,-72.607495
"664628","co","don matias","Don Matías","02",10011,6.485685,-75.394959
"664629","co","don quijote","Don Quijote","10",NA,9.780919,-73.360505
"664630","co","don ruben","Don Rubén","26",NA,7.106926,-73.188384
"664631","co","don rubon","Don Rubón","26",NA,7.106926,-73.188384
"664632","co","don toribio","Don Toribio","02",NA,7.122778,-73.949722
"664633","co","dorada","Dorada","20",NA,1.889124,-77.273854
"664634","co","dorada","Dorada","26",NA,6.416667,-74.083333
"664635","co","dorada","Dorada","32",NA,4.816667,-72.283333
"664636","co","dorada","Dorada","37",NA,5.44783,-74.663111
"664637","co","doradas","Doradas","33",NA,4.608224,-73.346191
"664638","co","doradilla","Doradilla","20",NA,1.9,-77.633333
"664639","co","doradillo","Doradillo","20",NA,1.9,-77.633333
"664640","co","dorado","Dorado","01",NA,-1.583333,-73.3
"664641","co","dorado","Dorado","29",NA,3.871204,-77.004817
"664642","co","doriqui","Doriquí","17",NA,11.5,-72.833333
"664643","co","dos aguas","Dos Aguas","28",NA,3.631111,-75.618611
"664644","co","dos bocas","Dos Bocas","02",NA,7.449034,-74.908768
"664645","co","dos bocas","Dos Bocas","12",NA,8.55,-76.133333
"664646","co","dos bocas","Dos Bocas","26",NA,6.783333,-73.616667
"664647","co","dos burros","Dos Burros","02",NA,8.433333,-76.283333
"664648","co","dos cabas","Dos Cabas","29",NA,3.505152,-76.437475
"664649","co","dos caminos","Dos Caminos","17",NA,10.984904,-72.974541
"664650","co","dos cocos","Dos Cocos","26",NA,7.238471,-73.125434
"664651","co","dos colos","Dos Colos","26",NA,7.238471,-73.125434
"664652","co","dos cominos","Dos Cominos","16",NA,2.402187,-75.918298
"664653","co","dos","Dos","17",NA,10.85,-73.1
"664654","co","dos guaduas","Dos Guaduas","09",NA,2.658168,-76.742715
"664655","co","dos hermanos","Dos Hermanos","12",NA,8.616667,-75.933333
"664656","co","dos hermanos","Dos Hermanos","26",NA,6.043611,-74.358333
"664657","co","dos marias","Dos Marías","02",NA,8.733333,-76.483333
"664658","co","dos marias","Dos Marías","12",NA,8.153136,-76.131241
"664659","co","dos quebradas","Dos Quebradas","08",NA,1.304087,-75.690439
"664660","co","dos quebradas","Dos Quebradas","19",NA,3.462222,-73.775278
"664661","co","dos quebradas","Dos Quebradas","20",NA,1.621255,-78.679305
"664662","co","dos quebradas","Dos Quebradas","24",179586,4.839164,-75.667265
"664663","co","dos quebradas","Dos Quebradas","28",NA,3.543333,-75.705833
"664664","co","dosquebradas","Dosquebradas","29",NA,4.307091,-76.376099
"664665","co","dos quebradas","Dos Quebradas","29",NA,4.307091,-76.376099
"664666","co","dosquebradas","Dosquebradas","33",NA,5.729109,-74.346573
"664667","co","dos rios","Dos Ríos","14",NA,1.187572,-72.729681
"664668","co","doyare centro","Doyaré Centro","28",NA,3.836111,-75.151667
"664669","co","drago","Drago","11",NA,4.903863,-76.83543
"664670","co","dubasa","Dubasa","11",NA,5.319862,-76.955227
"664671","co","dubaza","Dubazá","11",NA,5.319862,-76.955227
"664672","co","duda","Duda","19",NA,3.612222,-74.349444
"664673","co","duitama","Duitama","36",92041,5.824499,-73.034083
"664674","co","dujos","Dujos","16",NA,2.883333,-75.3
"664675","co","dulce nombre","Dulce Nombre","38",NA,9.780851,-74.286642
"664676","co","dunquerque","Dunquerque","29",NA,3.765897,-76.368903
"664677","co","durania","Durania","10",NA,10.030256,-73.874589
"664678","co","durania","Durania","21",3471,7.713073,-72.657591
"664679","co","durania","Durania","30",NA,1.266667,-70.183333
"664680","co","durania","Durania","38",NA,9.866667,-74.066667
"664681","co","duriameina","Duriameina","38",NA,10.65181,-73.638892
"664682","co","duygia","Duygia","15",NA,2.916667,-69.416667
"664683","co","ebanal","Ebanal","17",NA,11.287683,-73.111895
"664684","co","ebejico","Ebéjico","02",2583,6.325983,-75.768348
"664685","co","ebron","Ebrón","10",NA,9.520556,-73.857778
"664686","co","ecce homo","Ecce Homo","36",NA,5.690833,-73.6275
"664687","co","echadia","Echadía","37",NA,5.488099,-75.599383
"664688","co","econas","Econas","10",NA,9.370928,-73.561836
"664689","co","ecopetrol","Ecopetrol","28",NA,5.201872,-74.93007
"664690","co","ecovias","Ecovias","10",NA,9.370928,-73.561836
"664691","co","ecuador","Ecuador","02",NA,6.283333,-75.766667
"664692","co","ecuador","Ecuador","16",NA,2.374333,-75.870045
"664693","co","eden","Eden","21",NA,8.116667,-72.466667
"664694","co","eden","Eden","23",NA,4.466667,-75.766667
"664695","co","eden","Edén","36",NA,6.266667,-72.4
"664696","co","eduardo","Eduardo","36",NA,5.226752,-73.126076
"664697","co","eduardo santos","Eduardo Santos","04",NA,11.031944,-74.863611
"664698","co","egida","Égida","20",NA,1.711568,-77.506933
"664699","co","egido","Egido","36",NA,5.546111,-74.104722
"664700","co","egipto","Egipto","12",NA,8.922011,-75.56914
"664701","co","egipto","Egipto","34",NA,4.596619,-74.071304
"664702","co","eirrakajahuria","Eirrakajahuria","17",NA,12.344813,-71.606659
"664703","co","ejecutivo","Ejecutivo","02",NA,8.042498,-76.646472
"664704","co","ejido","Ejido","20",NA,1.711568,-77.506933
"664705","co","ekuahu","Ekuáhu","17",NA,12.107889,-71.674309
"664706","co","el 25","El 25","38",NA,10.360994,-74.055065
"664707","co","el 30","El 30","37",NA,5.578698,-74.822282
"664708","co","el 81","El 81","09",NA,2.745762,-76.894331
"664709","co","el abanico","El Abanico","10",NA,9.357582,-73.932965
"664710","co","el abanico","El Abanico","16",NA,2.650556,-75.729444
"664711","co","el abejero","El Abejero","24",NA,5.157098,-75.906734
"664712","co","el abejorro","El Abejorro","02",NA,6.250278,-74.738333
"664713","co","el abra","El Abra","02",NA,7.031944,-75.876389
"664714","co","el abra","El Abra","17",NA,11.30987,-72.899242
"664715","co","el abra","El Abra","33",NA,5.016667,-73.95
"664716","co","el abrujal","El Abrujal","29",NA,3.589383,-76.378465
"664717","co","el aburrido","El Aburrido","26",NA,7.22076,-73.121113
"664718","co","el acacio","El Acacio","36",NA,5.815278,-74.384167
"664719","co","el aceite","El Aceite","03",NA,7.067483,-70.629057
"664720","co","el aceite","El Aceite","32",NA,5.013251,-72.7022
"664721","co","el aceitico","El Aceitico","31",NA,6.166944,-68.365278
"664722","co","el aceituno","El Aceituno","21",NA,8.3075,-72.471111
"664723","co","el aceituno","El Aceituno","28",NA,4.35,-75
"664724","co","el aceituno","El Aceituno","35",NA,7.616667,-73.9
"664725","co","el achiote","El Achiote","16",NA,2.507869,-75.577643
"664726","co","el achontillo","El Achontillo","26",NA,5.893517,-74.04422
"664727","co","el africa","El Africa","02",NA,8.740094,-76.48411
"664728","co","el agasajo","El Agasajo","38",NA,10.076946,-74.507909
"664729","co","el agrado","El Agrado","03",NA,6.83582,-71.801059
"664730","co","el agrado","El Agrado","16",NA,3.198889,-75.078611
"664731","co","el agrado","El Agrado","19",NA,2.851601,-72.617358
"664732","co","el agrado","El Agrado","23",NA,4.182115,-75.709552
"664733","co","el agrado","El Agrado","28",NA,4.376944,-75.474722
"664734","co","el agrado","El Agrado","36",NA,5.824015,-74.443357
"664735","co","el agrado","El Agrado","37",NA,5.074167,-75.635833
"664736","co","el agro","El Agro","10",NA,9.251407,-73.917067
"664737","co","el aguacatal","El Aguacatal","16",NA,2.3675,-75.680833
"664738","co","el aguacate","El Aguacate","02",NA,6.701667,-75.807778
"664739","co","el aguacate","El Aguacate","11",NA,7.957181,-77.106264
"664740","co","el aguacate","El Aguacate","16",NA,2.468611,-75.641389
"664741","co","el aguacate","El Aguacate","20",NA,1.530477,-77.317238
"664742","co","el aguacate","El Aguacate","29",NA,3.521111,-76.121667
"664743","co","el aguacate","El Aguacate","37",NA,4.933333,-75.85
"664744","co","el aguacero","El Aguacero","16",NA,3.288056,-75.293333
"664745","co","el aguaco","El Aguaco","36",NA,5.887413,-73.121811
"664746","co","el aguacuate","El Aguacuate","02",NA,7.180343,-75.452385
"664747","co","el aguamaca","El Aguamaca","32",NA,5.016667,-72.816667
"664748","co","el aguamaco","El Aguamaco","32",NA,5.019699,-72.821189
"664749","co","el aguceno","El Aguceno","16",NA,3.288056,-75.293333
"664750","co","el aguila","El Águila","02",NA,6.596667,-76.049167
"664751","co","el aguila","El Águila","08",NA,1.347104,-75.409558
"664752","co","el aguila","El Aguila","12",NA,7.403333,-75.9725
"664753","co","el aguila","El Aguila","22",NA,0.510529,-76.471327
"664754","co","el aguila","El Águila","26",NA,6.516667,-74.15
"664755","co","el aguila","El Águila","28",NA,3.383611,-75.765833
"664756","co","el aguila","El Águila","29",2725,4.91345,-76.040042
"664757","co","el aguila","El Águila","35",NA,9.834023,-75.026438
"664758","co","el aguila","El Aguila","37",NA,4.993333,-75.847778
"664759","co","el ahuaco","El Ahuaco","17",NA,11.186317,-72.671649
"664760","co","el aji","El Ají","04",NA,10.85,-74.866667
"664761","co","el aji","El Ají","29",NA,3.284616,-77.408999
"664762","co","el alambrado","El Alambrado","23",NA,4.416667,-75.8
"664763","co","el albion","El Albíon","29",NA,3.656389,-76.295556
"664764","co","el alcahual","El Alcahual","33",NA,4.378798,-74.786081
"664765","co","el alcanfor","El Alcanfor","02",NA,6.727778,-75.540833
"664766","co","el alcaparro","El Alcaparro","36",NA,5.642921,-73.260963
"664767","co","el alcazar","El Alcázar","04",NA,10.63248,-75.219582
"664768","co","el alcazar","El Alcazar","29",NA,3.213133,-76.582165
"664769","co","el alcazar","El Alcázar","33",NA,4.324666,-74.349681
"664770","co","el alcazar","El Alcazar","35",NA,10.404474,-75.317283
"664771","co","el alcazar","El Alcázar","36",NA,5.566667,-73.216667
"664772","co","el algarroba","El Algarroba","32",NA,4.566202,-71.972741
"664773","co","el algarrobo","El Algarrobo","03",NA,6.433333,-71.066667
"664774","co","el algarrobo","El Algarrobo","10",NA,10.186184,-74.060851
"664775","co","el algarrobo","El Algarrobo","12",NA,7.386777,-75.973016
"664776","co","el algarrobo","El Algarrobo","19",NA,4.103319,-73.24729
"664777","co","el algarrobo","El Algarrobo","21",NA,8.033056,-72.43
"664778","co","el algarrobo","El Algarrobo","32",NA,4.566202,-71.972741
"664779","co","el algarrobo","El Algarrobo","35",NA,8.471829,-74.508207
"664780","co","el algarrobo","El Algarrobo","38",NA,9.978223,-74.336399
"664781","co","el alisal","El Alisal","26",NA,5.749444,-73.797222
"664782","co","el alisal","El Alisal","29",NA,3.466033,-76.364478
"664783","co","el alisal","El Alisal","33",NA,5.266667,-73.683333
"664784","co","el alisal","El Alisal","36",NA,5.659722,-73.7175
"664785","co","el aliso","El Aliso","33",NA,5.519722,-73.856389
"664786","co","el alizal","El Alizal","29",NA,3.466033,-76.364478
"664787","co","el aljibe","El Aljibe","02",NA,5.768695,-75.888355
"664788","co","el almendro","El Almendro","02",NA,7.340592,-75.430217
"664789","co","el almendro","El Almendro","12",NA,8.345887,-75.646586
"664790","co","el almendro","El Almendro","36",NA,5.604444,-74.155833
"664791","co","el almendron","El Almendrón","26",NA,6.635278,-73.921944
"664792","co","el almorzadero","El Almorzadero","09",NA,2.794722,-77.601389
"664793","co","el altico","El Altico","08",NA,1.022169,-75.629289
"664794","co","el altico","El Altico","16",NA,2.213611,-75.935278
"664795","co","el alto del palo","El Alto del Palo","33",NA,4.605446,-73.90025
"664796","co","el alto","El Alto","02",NA,6.538889,-75.577778
"664797","co","el alto","El Alto","08",NA,1.018658,-75.188168
"664798","co","el alto","El Alto","09",NA,1.68477,-77.042914
"664799","co","el alto","El Alto","10",NA,10.583333,-73.15
"664800","co","el alto","El Alto","12",NA,7.423333,-75.973889
"664801","co","el alto","El Alto","16",NA,1.996578,-75.848025
"664802","co","el alto","El Alto","21",NA,7.924901,-72.832664
"664803","co","el alto","El Alto","28",NA,3.448611,-74.979444
"664804","co","el alto","El Alto","33",NA,4.632992,-73.987108
"664805","co","el alto","El Alto","36",NA,5.547358,-73.032777
"664806","co","el amarillo","El Amarillo","26",NA,5.7925,-73.825
"664807","co","el amarillo","El Amarillo","36",NA,5.626944,-74.181944
"664808","co","el amoladaro","El Amoladaro","33",NA,4.852695,-73.736807
"664809","co","el amoral","El Amoral","29",NA,3.6775,-76.458889
"664810","co","el amparo","El Amparo","02",NA,5.951953,-75.688536
"664811","co","el amparo","El Amparo","04",NA,10.590259,-74.946219
"664812","co","el amparo","El Amparo","09",NA,2.964,-76.710833
"664813","co","el amparo","El Amparo","10",NA,10,-74
"664814","co","el amparo","El Amparo","12",NA,8.651667,-75.781944
"664815","co","el amparo","El Amparo","19",NA,3.19739,-72.609543
"664816","co","el amparo","El Amparo","21",NA,8.066667,-72.372778
"664817","co","el amparo","El Amparo","26",NA,7.080965,-73.680781
"664818","co","el amparo","El Amparo","27",NA,9.155796,-74.941683
"664819","co","el amparo","El Amparo","32",NA,4.75,-72.233333
"664820","co","el amparo","El Amparo","38",NA,10.217402,-74.445036
"664821","co","el ancla","El Ancla","38",NA,9.69522,-74.605516
"664822","co","el anclar","El Anclar","12",NA,8.059259,-75.490818
"664823","co","el ancon","El Ancón","16",NA,2.509444,-75.547778
"664824","co","el anhelo","El Anhelo","34",NA,4.630622,-74.192017
"664825","co","el antojo","El Antojo","33",NA,4.694693,-73.987171
"664826","co","el apogeo","El Apogeo","34",NA,4.600257,-74.180177
"664827","co","el apretado","El Apretado","12",NA,8.762051,-75.525619
"664828","co","el aquilon","El Aquilón","02",NA,6.994444,-75.976111
"664829","co","el arado","El Arado","28",NA,5.045699,-74.880099
"664830","co","el arado","El Arado","29",NA,3.660741,-76.057939
"664831","co","el arbolita","El Arbolita","19",NA,4.088882,-73.511751
"664832","co","el arbolito","El Arbolito","09",NA,1.810074,-77.146406
"664833","co","el arbolito","El Arbolito","23",NA,4.184838,-75.748885
"664834","co","el arbolito","El Arbolito","29",NA,3.710833,-76.317778
"664835","co","el arbolito","El Arbolito","32",NA,4.581156,-72.776345
"664836","co","el arca","El Arca","38",NA,9.923461,-74.438955
"664837","co","el archiral","El Archiral","02",NA,7.304722,-75.806944
"664838","co","el arco","El Arco","21",NA,7.985833,-72.469167
"664839","co","el arenal","El Arenal","19",NA,4.044082,-73.781655
