5.346999095,-72.4059986
12.56213711,-81.69032658
5.716613585,-75.31662785
5.719998392,-72.94000289
7.089992288,-73.84999903
4.310006937,-74.80999211
2.690002461,-75.33001205
1.089996764,-77.61994979
1.149993102,-76.62998438
4.749980081,-75.91002832
10.92001691,-74.76999455
10.63998232,-74.91998539
10.26003135,-75.34998499
9.229990864,-74.74002222
10.47999208,-73.25000981
2.569983947,-72.63999536
4.089994526,-72.96002751
7.030590229,-75.5904871
6.480442931,-74.42001591
8.100369892,-76.73997766
5.550448017,-73.37002832
5.620392068,-73.81994918
5.830456766,-73.02004968
8.330407531,-75.15002303
9.241850605,-75.81600305
6.460340799,-73.26998275
11.5403408,-72.90997888
4.534282653,-75.68112757
4.81038983,-75.67999068
5.190340799,-74.74999577
2.070376199,-74.64002832
1.610404275,-75.61999435
2.560397968,-77.85998682
2.931047179,-75.33024459
2.210393493,-75.64996668
0.830374368,-77.64999964
3.872402425,-77.05045329
4.090382099,-76.21001001
9.720374368,-75.12999841
7.121747456,-77.75640141
5.685180092,-77.27454844
5.690413634,-76.66000838
9.000340799,-73.98001693
11.01039899,-74.25000045
9.290426452,-75.37995732
9.535837829,-75.57203862
7.090664082,-70.76163456
6.460340799,-71.74002446
7.390387389,-72.66001998
8.240413024,-73.3500037
4.794551004,-71.34002303
3.854039936,-67.90609827
3.690406513,-73.68998295
6.185034606,-67.49302271
6.329986998,-75.5699974
8.757539082,-75.8900037
7.1300932,-73.12588302
4.438913797,-75.2322144
2.419993102,-76.61001144
11.24720624,-74.20165715
7.920019144,-72.51997685
4.153323994,-73.63499923
1.809978657,-78.80998051
5.059986998,-75.52000045
1.21360679,-77.28110742
10.95998863,-74.79996688
10.39973859,-75.51439356
1.198310566,-70.17360844
-4.220015036,-69.93997929
6.275003274,-75.57501001
3.399959126,-76.49996647
4.596423563,-74.08334396
